Bandit,Reward,Algorithm
3,4.307588767457257,ThompsonSampling
0,-0.1175448911172432,ThompsonSampling
3,3.559965194162963,ThompsonSampling
3,5.278979702104397,ThompsonSampling
3,5.0412222146744785,ThompsonSampling
3,3.5311739648505074,ThompsonSampling
3,3.165504145882078,ThompsonSampling
3,4.211501123329379,ThompsonSampling
3,4.293565221696495,ThompsonSampling
3,3.2578544271627243,ThompsonSampling
3,3.022923342747896,ThompsonSampling
3,4.2444989366142245,ThompsonSampling
3,4.949461108257072,ThompsonSampling
3,4.730644208533407,ThompsonSampling
3,3.634184811438023,ThompsonSampling
3,4.768959629485937,ThompsonSampling
3,4.935778733803325,ThompsonSampling
3,3.441072261766138,ThompsonSampling
3,4.08163231502051,ThompsonSampling
3,3.339104023685401,ThompsonSampling
3,4.729129020239754,ThompsonSampling
3,5.35503064963852,ThompsonSampling
3,5.701250637317608,ThompsonSampling
3,5.336417776868137,ThompsonSampling
3,5.081513939333684,ThompsonSampling
3,4.326634521382772,ThompsonSampling
3,4.0591914838357495,ThompsonSampling
3,5.545741732145717,ThompsonSampling
3,3.059311720928799,ThompsonSampling
3,3.314399566779176,ThompsonSampling
3,3.3137037555433713,ThompsonSampling
3,3.2657057180369042,ThompsonSampling
3,5.213469825180579,ThompsonSampling
3,4.210798953253257,ThompsonSampling
3,2.8438225212733865,ThompsonSampling
3,4.0371593020199565,ThompsonSampling
3,3.3780265103068787,ThompsonSampling
3,5.1945043491887235,ThompsonSampling
3,3.7346512182604767,ThompsonSampling
3,3.306208112113978,ThompsonSampling
3,2.924332251396741,ThompsonSampling
3,5.7144109561804814,ThompsonSampling
3,4.384653571935251,ThompsonSampling
3,3.6879894762664045,ThompsonSampling
3,4.849213290840982,ThompsonSampling
3,3.7489178273545627,ThompsonSampling
3,3.7976589141344883,ThompsonSampling
3,4.806887178242713,ThompsonSampling
3,3.2158013159800327,ThompsonSampling
3,4.114311150107265,ThompsonSampling
3,5.057397301135036,ThompsonSampling
3,3.165363219253848,ThompsonSampling
3,3.6447334964725453,ThompsonSampling
3,2.0466737528789847,ThompsonSampling
3,4.245869663379602,ThompsonSampling
3,4.368486584334167,ThompsonSampling
3,3.9327793331305014,ThompsonSampling
3,2.9953734499186475,ThompsonSampling
3,4.36648945905355,ThompsonSampling
3,3.5630312259497052,ThompsonSampling
3,3.844633453890297,ThompsonSampling
3,4.496187241684906,ThompsonSampling
3,4.947249383833817,ThompsonSampling
3,3.8049552716287276,ThompsonSampling
3,2.977522191181233,ThompsonSampling
3,3.9722789838481076,ThompsonSampling
3,2.890145288956367,ThompsonSampling
3,4.14641120976757,ThompsonSampling
3,3.021506056749537,ThompsonSampling
3,3.9176357038375844,ThompsonSampling
3,4.198545020193485,ThompsonSampling
3,3.758251928298979,ThompsonSampling
3,6.2914382356144145,ThompsonSampling
3,4.626812966919332,ThompsonSampling
3,5.490688119980366,ThompsonSampling
3,3.159339651581544,ThompsonSampling
3,2.1176305798997124,ThompsonSampling
3,3.084810938753678,ThompsonSampling
3,5.762050389364351,ThompsonSampling
3,3.883080989624859,ThompsonSampling
3,4.400114879696901,ThompsonSampling
3,3.1579398979842006,ThompsonSampling
3,4.301190660475041,ThompsonSampling
3,3.871921390504073,ThompsonSampling
3,3.597843946590741,ThompsonSampling
3,4.102801126661153,ThompsonSampling
3,3.706315611193401,ThompsonSampling
3,4.330806246488236,ThompsonSampling
3,1.9318314129895762,ThompsonSampling
3,5.34951665685448,ThompsonSampling
3,3.952240389386385,ThompsonSampling
3,3.3650227112853313,ThompsonSampling
3,2.636628687974162,ThompsonSampling
3,3.839963001778692,ThompsonSampling
3,3.3780104475739465,ThompsonSampling
3,3.205659064302094,ThompsonSampling
3,3.85130977714154,ThompsonSampling
3,3.156221249954327,ThompsonSampling
3,3.03685811408287,ThompsonSampling
3,3.5983751793895236,ThompsonSampling
3,3.8323057140608747,ThompsonSampling
3,4.672644152089466,ThompsonSampling
3,2.589237863028853,ThompsonSampling
3,3.7286174278979227,ThompsonSampling
3,3.0115085451194057,ThompsonSampling
3,6.523117092907793,ThompsonSampling
3,3.6597431506869977,ThompsonSampling
3,1.8211730286415144,ThompsonSampling
3,3.7758298397982757,ThompsonSampling
3,4.1048381258397875,ThompsonSampling
3,2.878201400235155,ThompsonSampling
3,3.9964128199279525,ThompsonSampling
3,4.19032460413949,ThompsonSampling
3,3.1772707806631324,ThompsonSampling
3,4.838038874869744,ThompsonSampling
3,2.833717660061171,ThompsonSampling
3,2.3863303954329,ThompsonSampling
3,4.82493866721536,ThompsonSampling
3,3.24062512512755,ThompsonSampling
3,3.342083424862188,ThompsonSampling
3,3.5664239537670395,ThompsonSampling
3,2.3866429392838513,ThompsonSampling
3,1.730448161052398,ThompsonSampling
3,2.9401242844793964,ThompsonSampling
3,2.7089341572778682,ThompsonSampling
3,3.3030163998921505,ThompsonSampling
3,4.039640760156092,ThompsonSampling
3,3.944435496147426,ThompsonSampling
3,6.482707235228425,ThompsonSampling
3,3.931727300801912,ThompsonSampling
3,5.774483943852406,ThompsonSampling
3,3.0655143276933945,ThompsonSampling
3,3.848957623087311,ThompsonSampling
3,3.63610656970919,ThompsonSampling
3,2.5312153531813344,ThompsonSampling
3,4.3495658042995755,ThompsonSampling
3,5.019340292190041,ThompsonSampling
3,5.4619361508379605,ThompsonSampling
3,4.46104656765579,ThompsonSampling
3,4.167306064869265,ThompsonSampling
3,3.393235319607883,ThompsonSampling
3,3.809932310410254,ThompsonSampling
3,3.6622177358880217,ThompsonSampling
3,2.7928984373175245,ThompsonSampling
3,3.0039661640226765,ThompsonSampling
3,4.090890293273906,ThompsonSampling
3,4.611584500706251,ThompsonSampling
3,5.357084361984022,ThompsonSampling
3,3.790592509524356,ThompsonSampling
3,5.193750671836863,ThompsonSampling
3,5.162340885268183,ThompsonSampling
3,3.2876292914772582,ThompsonSampling
3,4.26508588344253,ThompsonSampling
3,4.7307484463639815,ThompsonSampling
3,3.8680620697824866,ThompsonSampling
3,5.853476324590128,ThompsonSampling
3,4.867476184964217,ThompsonSampling
3,4.851902374191646,ThompsonSampling
3,6.386644290434019,ThompsonSampling
3,2.607867624701157,ThompsonSampling
3,5.482018393258166,ThompsonSampling
3,6.47653112137335,ThompsonSampling
3,4.634002331663913,ThompsonSampling
3,3.999838924305197,ThompsonSampling
3,1.5976643984763794,ThompsonSampling
3,4.454396800671937,ThompsonSampling
3,3.7332993904360814,ThompsonSampling
